Seed,Gen,MaxFitness,MinFitness,AvgFitness,MaxObjVal,MinObjVal,AvgObjVal
1,0,0.207646,0.166667,0.167487,381.588,1.02358e+36,497.628
1,1,0.207646,0.166667,0.168368,381.588,500,495.044
1,2,0.207646,0.166667,0.167639,381.588,500,497.104
1,3,0.187754,0.166667,0.167513,432.611,500,497.293
1,4,0.174441,0.166667,0.166826,473.26,500,499.45
1,5,0.166696,0.166667,0.166669,499.896,500,499.991
1,6,0.166696,0.166667,0.166669,499.896,500,499.99
1,7,0.172904,0.166667,0.166917,478.355,500,499.13
1,8,0.172896,0.166667,0.166918,478.381,500,499.128
1,9,0.192683,0.166667,0.167445,418.987,500,497.484
1,10,0.192683,0.166667,0.167839,418.987,500,496.299
1,11,0.200549,0.166667,0.167865,398.631,500,496.35
1,12,0.192014,0.166667,0.167176,420.796,500,498.408
1,13,0.166672,0.166667,0.16667,499.981,500,499.99
1,14,0.166672,0.166667,0.16667,499.981,500,499.99
1,15,0.166673,0.166667,0.16667,499.977,500,499.987
1,16,0.166672,0.166667,0.16667,499.981,500,499.989
1,17,0.166672,0.166667,0.16667,499.981,500,499.988
1,18,0.166672,0.166667,0.16667,499.981,500,499.988
1,19,0.166672,0.166667,0.16667,499.981,500,499.988
1,20,0.166671,0.166667,0.166669,499.984,500,499.993
1,21,0.166671,0.166667,0.166669,499.984,500,499.99
1,22,0.166671,0.166667,0.166668,499.983,500,499.994
1,23,0.166671,0.166667,0.166668,499.984,500,499.995
1,24,0.166672,0.166667,0.166668,499.982,500,499.996
1,25,0.166672,0.166667,0.166669,499.983,500,499.993
1,26,0.166671,0.166667,0.166669,499.984,500,499.992
1,27,0.166671,0.166667,0.16667,499.984,499.999,499.989
1,28,0.166671,0.166667,0.16667,499.984,500,499.986
1,29,0.166671,0.166667,0.166671,499.984,499.998,499.986
1,30,0.166671,0.166667,0.166671,499.984,499.998,499.986
1,31,0.166674,0.166667,0.166671,499.975,499.998,499.986
1,32,0.166674,0.166667,0.16667,499.973,499.998,499.987
1,33,0.166672,0.166667,0.16667,499.982,499.999,499.987
1,34,0.166671,0.166667,0.166671,499.983,499.999,499.986
1,35,0.166671,0.166667,0.166671,499.984,500,499.985
1,36,0.166673,0.166667,0.166671,499.976,500,499.985
1,37,0.166671,0.166667,0.166671,499.984,500,499.986
1,38,0.166671,0.166667,0.16667,499.984,500,499.987
1,39,0.166671,0.166667,0.166671,499.984,500,499.986
1,40,0.166671,0.166667,0.166671,499.984,500,499.985
1,41,0.166671,0.166671,0.166671,499.983,499.985,499.984
1,42,0.166671,0.166667,0.166671,499.983,499.999,499.985
1,43,0.166673,0.166667,0.16667,499.976,499.999,499.987
1,44,0.166673,0.166667,0.16667,499.976,499.997,499.989
1,45,0.166675,0.166667,0.16667,499.972,499.999,499.989
1,46,0.166675,0.166667,0.166671,499.972,500,499.984
1,47,0.166686,0.166667,0.166671,499.93,499.997,499.983
1,48,0.166674,0.166667,0.166671,499.973,499.997,499.984
1,49,0.166674,0.166667,0.166671,499.972,499.997,499.983
1,50,0.166675,0.166667,0.166671,499.971,499.999,499.983
1,51,0.166686,0.166667,0.166672,499.93,499.997,499.981
1,52,0.166686,0.166667,0.166673,499.93,499.997,499.978
1,53,0.166675,0.166667,0.166672,499.971,500,499.981
1,54,0.166675,0.166667,0.166672,499.97,500,499.979
1,55,0.166675,0.16667,0.166672,499.971,500,499.98
1,56,0.166675,0.166667,0.166672,499.971,500,499.981
1,57,0.166679,0.166667,0.166671,499.955,500,499.984
1,58,0.166679,0.16667,0.166671,499.955,499.989,499.984
1,59,0.166679,0.166667,0.166671,499.955,499.997,499.984
1,60,0.166679,0.166667,0.166672,499.955,499.997,499.981
1,61,0.166697,0.166667,0.166671,499.892,500,499.983
1,62,0.166702,0.166667,0.166671,499.874,500,499.985
1,63,0.166679,0.166667,0.166669,499.955,500,499.991
1,64,0.166675,0.166667,0.166668,499.971,500,499.994
1,65,0.166675,0.166667,0.166669,499.971,500,499.993
1,66,0.166675,0.166667,0.166669,499.971,500,499.992
1,67,0.166675,0.166667,0.166669,499.971,500,499.99
1,68,0.166675,0.166667,0.166669,499.971,500,499.991
1,69,0.166675,0.166667,0.166668,499.971,500,499.993
1,70,0.166676,0.166667,0.16667,499.967,500,499.987
1,71,0.166675,0.166667,0.16667,499.971,500,499.987
1,72,0.166675,0.166667,0.16667,499.971,500,499.987
1,73,0.166675,0.166667,0.166671,499.971,500,499.983
1,74,0.166675,0.166667,0.166672,499.971,500,499.981
1,75,0.166675,0.166667,0.166672,499.971,500,499.981
1,76,0.166675,0.166667,0.166673,499.971,500,499.977
1,77,0.166675,0.166667,0.166673,499.971,499.999,499.978
1,78,0.166675,0.166667,0.166673,499.971,500,499.977
1,79,0.166675,0.166667,0.166673,499.971,500,499.979
1,80,0.166675,0.166667,0.166672,499.971,499.999,499.979
1,81,0.166676,0.166667,0.166672,499.968,499.999,499.981
1,82,0.166675,0.166667,0.166671,499.971,499.999,499.986
1,83,0.166696,0.16667,0.166671,499.894,499.989,499.985
1,84,0.166675,0.166669,0.16667,499.971,499.992,499.986
1,85,0.166675,0.16667,0.166671,499.969,499.989,499.986
1,86,0.166695,0.166667,0.166672,499.897,500,499.98
1,87,0.166695,0.16667,0.166672,499.897,499.988,499.982
1,88,0.166676,0.166667,0.166671,499.968,500,499.985
1,89,0.166676,0.16667,0.166671,499.968,499.988,499.985
1,90,0.166676,0.166667,0.166671,499.968,499.999,499.986
1,91,0.166679,0.166667,0.16667,499.956,499.999,499.987
1,92,0.166683,0.166667,0.16667,499.94,499.999,499.988
1,93,0.16667,0.16667,0.16667,499.987,499.988,499.988
1,94,0.16667,0.16667,0.16667,499.987,499.988,499.988
1,95,0.16667,0.16667,0.16667,499.987,499.988,499.988
1,96,0.16667,0.166667,0.16667,499.987,500,499.988
1,97,0.166676,0.166667,0.16667,499.968,499.998,499.988
1,98,0.166671,0.166667,0.16667,499.984,499.998,499.989
1,99,0.166672,0.166667,0.16667,499.98,499.999,499.989
1,100,0.166672,0.166667,0.16667,499.98,499.999,499.988
2,0,0.169885,0.166667,0.166733,488.635,1.02358e+36,499.765
2,1,0.166692,0.166667,0.166667,499.908,1.02358e+36,499.997
2,2,0.739067,0.166667,0.189563,35.3058,500,481.41
2,3,0.739067,0.166667,0.236938,35.3058,500,437.092
2,4,0.738961,0.166667,0.315505,35.3251,500,364.977
2,5,0.73838,0.166667,0.344239,35.4316,500,330.844
2,6,0.73857,0.166667,0.515562,35.3968,500,186.588
2,7,0.73857,0.166791,0.500225,35.3968,499.554,197.878
2,8,0.73857,0.166667,0.629019,35.3968,500,106.982
2,9,0.73862,0.166785,0.714794,35.3876,499.576,50.2972
2,10,0.73862,0.166667,0.682982,35.3876,500,74.4915
2,11,0.73862,0.166735,0.701891,35.3876,499.753,63.7081
2,12,0.73862,0.168268,0.720806,35.3876,494.291,45.9405
2,13,0.755618,0.699615,0.73547,32.342,42.9358,35.9909
2,14,0.738102,0.166669,0.708153,35.4827,499.993,55.4392
2,15,0.987927,0.166667,0.681553,1.22209,499.998,65.5225
2,16,0.99097,0.166667,0.729093,0.911192,499.998,52.6402
2,17,0.991011,0.661583,0.756137,0.907076,51.1526,33.1526
2,18,0.991011,0.277833,0.761293,0.907076,259.929,36.3902
2,19,0.739867,0.166669,0.7172,35.1594,499.993,49.3111
2,20,0.73891,0.186591,0.699007,35.3345,435.931,57.0371
2,21,0.740396,0.166667,0.691852,35.0629,500,72.7424
2,22,0.738102,0.701798,0.736898,35.4827,42.4911,35.7112
2,23,0.738102,0.242965,0.727758,35.4827,311.582,41.0863
2,24,0.740396,0.166669,0.71584,35.0629,499.993,50.2112
2,25,0.746595,0.728768,0.737145,33.9414,37.2178,35.6609
2,26,0.738121,0.584092,0.733428,35.4792,71.2058,36.5037
2,27,0.756388,0.584092,0.735381,32.2073,71.2058,36.1329
2,28,0.756388,0.736608,0.73842,32.2073,35.7573,35.426
2,29,0.756388,0.166735,0.711461,32.2073,499.753,53.7885
2,30,0.738663,0.186593,0.715849,35.3798,435.926,51.5363
2,31,0.738102,0.445577,0.732233,35.4827,124.428,37.2651
2,32,0.756388,0.166667,0.715524,32.2073,500,54.0092
2,33,0.738082,0.166667,0.714578,35.4863,500,54.1784
2,34,0.738121,0.166668,0.702871,35.4792,499.994,63.5233
2,35,0.738159,0.166789,0.72486,35.4722,499.558,45.0998
2,36,0.73838,0.186593,0.725851,35.4316,435.926,43.7171
2,37,0.738082,0.166667,0.708251,35.4863,500,56.0534
2,38,0.739858,0.166667,0.668436,35.161,500,91.4267
2,39,0.738082,0.166667,0.710657,35.4863,499.998,55.1125
2,40,0.738082,0.733438,0.737339,35.4863,36.3442,35.6236
