Seed,Gen,MaxFitness,MinFitness,AvgFitness
4,84,0.825764,0.0377168,0.760707
4,85,0.962464,0.320616,0.802686
4,86,0.966184,0.315517,0.792373
4,87,0.917936,0.588028,0.789179
4,88,0.825764,0.440025,0.771391
4,89,0.825764,0.271931,0.763947
4,90,0.825764,0.0407475,0.759456
4,91,0.825764,0.0436624,0.748155
4,92,0.819269,0.0366346,0.738876
4,93,0.812348,0.0984242,0.740702
4,94,0.818733,0.0407634,0.756286
4,95,0.818733,0.0407475,0.755066
4,96,0.818733,0.0436624,0.759361
4,97,0.818733,0.107124,0.744652
4,98,0.826856,0.440025,0.76731
4,99,0.833472,0.313381,0.773359
4,100,0.873057,0.68653,0.789366
5,0,0.479616,0.0198068,0.0638711
5,1,0.982415,0.0206356,0.17237
5,2,0.724638,0.0349132,0.227106
5,3,0.70502,0.0368176,0.222571
5,4,0.412677,0.0989942,0.237767
5,5,0.396196,0.0403167,0.272856
5,6,0.459137,0.172819,0.284325
5,7,0.371747,0.0392724,0.284085
5,8,0.377131,0.172879,0.308497
5,9,0.377131,0.0407558,0.301332
5,10,0.385267,0.0403167,0.315098
5,11,0.386937,0.0513421,0.306044
5,12,0.379651,0.139844,0.317197
5,13,0.413839,0.139844,0.318278
5,14,0.439754,0.138328,0.31486
5,15,0.439754,0.136814,0.321053
5,16,0.413839,0.137597,0.328217
5,17,0.511771,0.104076,0.339186
5,18,0.528653,0.306937,0.376595
5,19,0.585069,0.098561,0.374991
5,20,0.562936,0.33227,0.389207
5,21,0.562936,0.33227,0.435944
5,22,0.552486,0.0465263,0.452828
5,23,0.545732,0.343926,0.50142
5,24,0.545732,0.366086,0.495052
5,25,0.545732,0.366086,0.485406
5,26,0.601395,0.0399584,0.468412
5,27,0.551998,0.099107,0.470612
5,28,0.565483,0.051622,0.502549
5,29,0.545732,0.46117,0.515887
5,30,0.599089,0.0989668,0.516173
5,31,0.599089,0.403943,0.523401
5,32,0.599089,0.0822883,0.511897
5,33,0.599089,0.0402414,0.513454
5,34,0.599089,0.185391,0.516248
5,35,0.530786,0.0822883,0.471233
5,36,0.714082,0.0992457,0.515278
5,37,0.714082,0.0978473,0.528341
5,38,0.714082,0.366086,0.536946
5,39,0.654279,0.0481835,0.514215
5,40,0.654279,0.0890409,0.519561
5,41,0.714082,0.366086,0.52398
5,42,0.714082,0.0822883,0.526182
5,43,0.714082,0.0402414,0.539531
5,44,0.770416,0.491642,0.583539
5,45,0.714082,0.0402414,0.581982
5,46,0.714847,0.0481835,0.59903
5,47,0.714082,0.119566,0.639717
5,48,0.714082,0.308299,0.636998
5,49,0.714082,0.363161,0.600474
5,50,0.71958,0.366086,0.585791
5,51,0.714082,0.0866701,0.584709
5,52,0.715512,0.399808,0.628265
5,53,0.715512,0.522903,0.67406
5,54,0.770416,0.093294,0.683674
5,55,0.770416,0.0989668,0.676311
5,56,0.715512,0.0373196,0.693582
5,57,0.866251,0.701853,0.71703
5,58,0.715512,0.450532,0.70773
5,59,0.864155,0.643501,0.712645
5,60,0.770416,0.104249,0.695656
5,61,0.715512,0.093294,0.697775
5,62,0.715512,0.687191,0.713378
5,63,0.715512,0.685871,0.711554
5,64,0.715512,0.685871,0.713273
5,65,0.866251,0.0370403,0.702753
5,66,0.866251,0.104249,0.693684
5,67,0.799744,0.0370403,0.660492
5,68,0.799744,0.259202,0.711424
5,69,0.87108,0.0452849,0.700224
5,70,0.873515,0.0468252,0.712142
5,71,0.799744,0.670961,0.726085
5,72,0.799744,0.670961,0.728889
5,73,0.799744,0.670961,0.734986
5,74,0.799744,0.670961,0.739384
5,75,0.799744,0.670961,0.736728
5,76,0.799744,0.575772,0.735322
