Seed,Gen,MaxFitness,MinFitness,AvgFitness
1,0,0.720424,0.000509005,0.0324618
1,1,0.750289,0.00102828,0.447281
1,2,0.750289,0.00197929,0.669697
1,3,0.750289,0.438531,0.636481
1,4,0.772935,0.438531,0.701123
1,5,0.772935,0.00209797,0.672281
1,6,0.787699,0.154951,0.611611
1,7,0.787699,0.00231753,0.680451
1,8,0.787699,0.457954,0.724016
1,9,0.758633,0.466074,0.695372
1,10,0.743041,0.165971,0.713944
1,11,0.73429,0.678428,0.715458
1,12,0.727262,0.00877139,0.680498
1,13,0.727262,0.00244753,0.665988
1,14,0.743041,0.00877139,0.697388
1,15,0.768303,0.00245749,0.656617
1,16,0.762347,0.450747,0.712022
1,17,0.762515,0.450533,0.700232
1,18,0.777634,0.0319726,0.693539
1,19,0.777634,0.00245749,0.702035
1,20,0.777634,0.00254719,0.713169
1,21,0.777634,0.317633,0.729237
1,22,0.777634,0.00246224,0.699308
1,23,0.78898,0.0321949,0.710081
1,24,0.783511,0.00910639,0.698708
1,25,0.783511,0.450747,0.726469
1,26,0.794016,0.684699,0.748409
1,27,0.794016,0.00883585,0.716985
1,28,0.803586,0.662646,0.73045
1,29,0.768303,0.719058,0.722833
1,30,0.727262,0.719058,0.719878
1,31,0.735264,0.719058,0.71971
1,32,0.727262,0.719058,0.719878
1,33,0.768303,0.00210997,0.695417
1,34,0.727262,0.719058,0.721336
1,35,0.73429,0.00245749,0.6952
1,36,0.73429,0.156408,0.710804
1,37,0.73429,0.684699,0.721947
1,38,0.727262,0.684699,0.721561
1,39,0.73129,0.00245749,0.706663
1,40,0.73129,0.684699,0.724169
1,41,0.727262,0.257648,0.711045
1,42,0.727262,0.161474,0.712462
1,43,0.727262,0.00244753,0.679543
1,44,0.777634,0.00210997,0.701949
1,45,0.727262,0.0321949,0.701061
1,46,0.727262,0.00883585,0.711745
1,47,0.783511,0.00245749,0.702083
1,48,0.783511,0.719058,0.731078
1,49,0.783511,0.0169164,0.733672
1,50,0.803586,0.719058,0.745007
1,51,0.783511,0.00212206,0.727192
1,52,0.783511,0.296332,0.728863
1,53,0.783511,0.00212206,0.692012
1,54,0.783511,0.00244753,0.723918
1,55,0.783511,0.00212206,0.702443
1,56,0.783511,0.00241927,0.750816
1,57,0.783511,0.727262,0.775636
