Seed,Gen,MaxFitness,MinFitness,AvgFitness
1,0,0.720424,0.000509005,0.0324618
1,1,0.747296,0.296053,0.6283
1,2,0.747296,0.720424,0.725033
1,3,0.790378,0.720424,0.737943
1,4,0.790378,0.747296,0.753298
1,5,0.790378,0.747296,0.766152
1,6,0.790378,0.788414,0.790094
1,7,0.790378,0.790378,0.790378
1,8,0.790378,0.790378,0.790378
1,9,0.790927,0.790378,0.790389
1,10,0.790927,0.790378,0.7904
1,11,0.790927,0.790378,0.790433
1,12,0.790927,0.790378,0.790576
1,13,0.790927,0.790927,0.790928
1,14,0.791365,0.790927,0.790936
1,15,0.791365,0.790927,0.790989
1,16,0.791365,0.790927,0.791146
1,17,0.79145,0.791365,0.791367
1,18,0.79145,0.791365,0.791368
1,19,0.79145,0.791365,0.791384
1,20,0.79145,0.791365,0.791432
1,21,0.79145,0.79145,0.79145
1,22,0.79145,0.79145,0.79145
1,23,0.791658,0.79145,0.791458
1,24,0.791658,0.79145,0.791458
1,25,0.791658,0.79145,0.791479
1,26,0.791658,0.79145,0.791575
1,27,0.792729,0.791658,0.791679
1,28,0.792729,0.791658,0.791786
1,29,0.792729,0.791658,0.791979
1,30,0.794499,0.791658,0.792731
1,31,0.794499,0.792729,0.792866
1,32,0.793205,0.792729,0.792898
1,33,0.793205,0.793181,0.793204
1,34,0.794478,0.793205,0.793231
1,35,0.794478,0.793205,0.793307
1,36,0.794478,0.793205,0.793562
1,37,0.794478,0.793205,0.794351
1,38,0.794478,0.794478,0.794478
1,39,0.794478,0.794478,0.794478
1,40,0.794478,0.794478,0.794478
1,41,0.794478,0.794478,0.794478
1,42,0.794478,0.794478,0.794478
1,43,0.794499,0.794478,0.794478
1,44,0.794499,0.794478,0.79448
1,45,0.794499,0.794478,0.794483
1,46,0.794499,0.794478,0.794495
1,47,0.794499,0.794499,0.794499
1,48,0.794499,0.794499,0.794499
1,49,0.794551,0.794499,0.7945
1,50,0.794551,0.794499,0.794503
1,51,0.794551,0.794499,0.794512
1,52,0.794551,0.794499,0.794532
1,53,0.794551,0.794551,0.794552
1,54,0.794551,0.794551,0.794552
1,55,0.794551,0.794551,0.794552
1,56,0.794551,0.794551,0.794552
1,57,0.794551,0.794551,0.794552
1,58,0.794551,0.794551,0.794552
1,59,0.794551,0.794551,0.794552
1,60,0.794551,0.794551,0.794552
1,61,0.794551,0.794551,0.794552
1,62,0.794551,0.794551,0.794552
1,63,0.794551,0.794551,0.794552
1,64,0.794551,0.794551,0.794552
1,65,0.794551,0.794551,0.794552
1,66,0.794551,0.794551,0.794552
1,67,0.794551,0.794551,0.794552
1,68,0.794551,0.794551,0.794552
1,69,0.794551,0.794551,0.794552
1,70,0.794551,0.794551,0.794552
1,71,0.794551,0.794551,0.794552
1,72,0.794551,0.794551,0.794552
1,73,0.794551,0.794551,0.794552
1,74,0.794551,0.794551,0.794552
1,75,0.794551,0.794551,0.794552
1,76,0.794551,0.794551,0.794552
1,77,0.794551,0.794551,0.794552
1,78,0.794551,0.794551,0.794552
1,79,0.794551,0.794551,0.794552
1,80,0.794551,0.794551,0.794552
1,81,0.794551,0.794551,0.794552
1,82,0.794551,0.794551,0.794552
1,83,0.794551,0.794551,0.794552
1,84,0.794551,0.794551,0.794552
1,85,0.794551,0.794551,0.794552
1,86,0.794551,0.794551,0.794552
1,87,0.794551,0.794551,0.794552
1,88,0.794551,0.794551,0.794552
1,89,0.794551,0.794551,0.794552
1,90,0.794551,0.794551,0.794552
1,91,0.794551,0.794551,0.794552
1,92,0.794551,0.794551,0.794552
1,93,0.794551,0.794551,0.794552
1,94,0.794551,0.794551,0.794552
1,95,0.794551,0.794551,0.794552
1,96,0.794551,0.794551,0.794552
1,97,0.794551,0.794551,0.794552
1,98,0.794551,0.794551,0.794552
1,99,0.794551,0.794551,0.794552
1,100,0.794551,0.794551,0.794552
2,0,0.651058,0.000331154,0.0343417
2,1,0.686882,0.515684,0.620963
2,2,0.686882,0.651058,0.656587
2,3,0.686882,0.651058,0.660683
2,4,0.785037,0.651058,0.680867
2,5,0.785037,0.686882,0.695847
2,6,0.789256,0.686882,0.710526
2,7,0.789256,0.69194,0.75646
2,8,0.789256,0.785037,0.787737
2,9,0.789256,0.789256,0.789256
2,10,0.789256,0.789256,0.789256
2,11,0.789256,0.789256,0.789256
2,12,0.881588,0.789256,0.791266
2,13,0.881588,0.789256,0.804685
2,14,0.881588,0.789256,0.845623
2,15,0.882155,0.881588,0.881599
2,16,0.884484,0.881588,0.881717
2,17,0.884484,0.881588,0.881923
2,18,0.884054,0.882155,0.882247
2,19,0.884054,0.88232,0.8824
2,20,0.884054,0.88232,0.882511
2,21,0.884054,0.882433,0.882879
2,22,0.884054,0.88252,0.883778
2,23,0.884054,0.884054,0.884054
2,24,0.884054,0.884054,0.884054
2,25,0.884054,0.884054,0.884054
2,26,0.884054,0.884054,0.884054
2,27,0.884054,0.884054,0.884054
2,28,0.884139,0.884054,0.884055
2,29,0.884139,0.884054,0.88406
2,30,0.884139,0.884054,0.884082
2,31,0.884568,0.884139,0.884147
2,32,0.884139,0.884139,0.884139
2,33,0.884568,0.884139,0.884147
2,34,0.884568,0.884139,0.884173
2,35,0.884568,0.884139,0.884268
2,36,0.884568,0.884568,0.884568
2,37,0.884568,0.884568,0.884568
2,38,0.884568,0.884568,0.884568
2,39,0.884568,0.884568,0.884568
2,40,0.884568,0.884568,0.884568
2,41,0.884568,0.884568,0.884568
2,42,0.884568,0.884568,0.884568
2,43,0.884568,0.884568,0.884568
2,44,0.884568,0.884568,0.884568
2,45,0.884568,0.884568,0.884568
2,46,0.884568,0.884568,0.884568
2,47,0.884568,0.884568,0.884568
2,48,0.884568,0.884568,0.884568
2,49,0.884568,0.884568,0.884568
2,50,0.884568,0.884568,0.884568
2,51,0.884568,0.884568,0.884568
2,52,0.884568,0.884568,0.884568
2,53,0.884568,0.884568,0.884568
2,54,0.884568,0.884568,0.884568
2,55,0.884568,0.884568,0.884568
2,56,0.884568,0.884568,0.884568
2,57,0.884568,0.884568,0.884568
2,58,0.884568,0.884568,0.884568
2,59,0.884568,0.884568,0.884568
2,60,0.884568,0.884568,0.884568
2,61,0.884568,0.884568,0.884568
2,62,0.884568,0.884568,0.884568
2,63,0.884568,0.884568,0.884568
2,64,0.884568,0.884568,0.884568
2,65,0.884568,0.884568,0.884568
2,66,0.884568,0.884568,0.884568
2,67,0.884568,0.884568,0.884568
2,68,0.884568,0.884568,0.884568
2,69,0.884568,0.884568,0.884568
2,70,0.884568,0.884568,0.884568
2,71,0.884568,0.884568,0.884568
2,72,0.884568,0.884568,0.884568
2,73,0.884568,0.884568,0.884568
2,74,0.884568,0.884568,0.884568
2,75,0.884568,0.884568,0.884568
2,76,0.884568,0.884568,0.884568
2,77,0.884568,0.884568,0.884568
2,78,0.884568,0.884568,0.884568
2,79,0.884568,0.884568,0.884568
2,80,0.884568,0.884568,0.884568
2,81,0.884568,0.884568,0.884568
2,82,0.884568,0.884568,0.884568
